Nama,Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Sertifikat,Daya Listrik,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Garasi,Jumlah Lantai,Kondisi Properti
Rumah Siap Huni Cluster Cendana Bgm Pantai Indah Kapuk Jakarta Utara,"Rp 5,8 Miliar",3,3,144 m²,200 m²,3,SHM,13200 Watt,1,1,1,3,Bagus
"Rumah Baru Mewah Dgn Kolam Renang & Lap Basket, Jagakarsa, Jaksel","Rp 12,5 Miliar",4,2,750 m²,520 m²,2,SHM,3500 Watt,1,1,1,2,Renovasi Minimum
"Rumah Baru Renov, Bagus di Kelapa Gading, Jakarta Utara","Rp 4,3 Miliar",3,4,108 m²,200 m²,11,SHM,6600 Watt,1,1,1,2,Bagus
"Runah Classic terawat di Cilandak, Jaksel",Rp 12 Miliar,4,5,600 m²,500 m²,1,SHM,3500 Watt,2,1,3,1,Butuh Renovasi
"Rumah Baru, Modern Elegan di Asya, JGC, Cakung","Rp 3,5 Miliar",3,2,98 m²,220 m²,2,HGB,3500 Watt,1,1,2,2,Bagus
"Rumah siap huni, jual cepat di Puri Mansion, Jakarta Barat","Rp 3,5 Miliar",7,3,120 m²,145 m²,1,SHM,10600 Watt,1,1,2,2,Bagus
"Rumah Cantik di Senopati area, Jakarta Selatan",Rp 20 Miliar,2,3,358 m²,378 m²,3,SHM,7700 Watt,1,1,2,1,Bagus
"Rumah 2,5 lantai Full Renov di Puri Mansion, Jakarta Barat","Rp 4,8 Miliar",2,4,136 m²,250 m²,2,SHM,Lainnya,2,1,2,3,Bagus
"Rumah Tua Hitung Tanah, Pinggir Jalan Jatinegara, Jakarta Timur",Rp 20 Miliar,4,3,689 m²,439 m²,2,HGB,4400 Watt,2,1,2,1,Bagus
Rumah Hook Asri Sejuk Di Tm Aries Jakarta Barat,"Rp 5,8 Miliar",4,5,300 m²,300 m²,1,SHM,10600 Watt,1,1,2,2,Bagus
"Rumah Cul De Sac, 2 Lantai  di SCBD Jakarta Selatan",Rp 20 Miliar,3,2,358 m²,378 m²,3,SHM,6600 Watt,1,1,1,1,Butuh Renovasi
"Cocok Untuk Usaha, Kantor, Cafe, Resto di Benhil, Jakarta Pusat",Rp 31 Miliar,3,2,687 m²,289 m²,2,SHM,11000 Watt,1,1,4,3,Bagus
Jual Cepat Harga Nyaris Njop Rumah Di Belakang Pondok Indah Mall,Rp 11 Miliar,5,2,300 m²,400 m²,1,SHM,2200 Watt,1,1,1,2,Bagus
Rumah Baru Design Minimalis Di Kayu Putih Rawamangun Jaktim,"Rp 2,25 Miliar",6,3,80 m²,90 m²,5,SHM,6600 Watt,1,1,6,1,Bagus
"Runah Classic terawat di Cilandak, Jaksel",Rp 12 Miliar,4,3,600 m²,500 m²,1,SHM,3500 Watt,1,1,1,2,Bagus
"Rumah Baru, Modern Elegan di Asya, JGC, Cakung","Rp 3,5 Miliar",3,1,98 m²,220 m²,2,HGB,3500 Watt,1,1,1,2,Bagus
"Rumah siap huni, jual cepat di Puri Mansion, Jakarta Barat","Rp 3,5 Miliar",3,2,120 m²,145 m²,1,SHM,10600 Watt,1,1,1,1,Bagus
"Rumah Cantik di Senopati area, Jakarta Selatan",Rp 20 Miliar,3,3,358 m²,378 m²,2,SHM,7700 Watt,1,1,2,2,Bagus
"Rumah 2,5 lantai Full Renov di Puri Mansion, Jakarta Barat","Rp 4,8 Miliar",5,3,136 m²,250 m²,1,SHM,Lainnya,1,1,3,3,Bagus
"Rumah Tua Hitung Tanah, Pinggir Jalan Jatinegara, Jakarta Timur",Rp 20 Miliar,3,2,689 m²,439 m²,2,HGB,4400 Watt,1,1,2,2,Bagus
Rumah Hook Asri Sejuk Di Tm Aries Jakarta Barat,"Rp 5,8 Miliar",3,3,300 m²,300 m²,1,SHM,10600 Watt,1,1,2,2,Bagus
"Rumah Cul De Sac, 2 Lantai  di SCBD Jakarta Selatan",Rp 20 Miliar,4,3,358 m²,378 m²,1,SHM,6600 Watt,1,1,2,2,Bagus
"Cocok Untuk Usaha, Kantor, Cafe, Resto di Benhil, Jakarta Pusat",Rp 31 Miliar,3,5,687 m²,289 m²,2,SHM,11000 Watt,1,1,4,1,Bagus
Jual Cepat Harga Nyaris Njop Rumah Di Belakang Pondok Indah Mall,Rp 11 Miliar,3,2,300 m²,400 m²,1,SHM,2200 Watt,1,1,1,1,Bagus
Rumah Baru Design Minimalis Di Kayu Putih Rawamangun Jaktim,"Rp 2,25 Miliar",4,1,80 m²,90 m²,2,SHM,Lainnya,1,2,4,2,Bagus
Rumah Full Renov Di Cilandak Selangkah Ke Mrt Harga Murah Nego,"Rp 4,5 Miliar",9,4,180 m²,280 m²,1,SHM,7700 Watt,1,1,1,1,Bagus
Rumah Bagus Strategis Di Pusat Bisnis Rawamangun Jakarta Timur,Rp 11 Miliar,5,3,291 m²,249 m²,1,SHM,3500 Watt,1,1,1,3,Bagus
Rumah Bagus Siap Huni Di Kayu Putih Rawamangun Jakarta Timur,"Rp 2,2 Miliar",5,2,84 m²,140 m²,5,SHM,7700 Watt,2,2,3,2,Bagus
Turun Harga Rumah European Classic Depan Taman di Pondok Indah,"Rp 8,8 Miliar",1,5,240 m²,348 m²,1,SHM,2200 Watt,1,1,1,1,Bagus
Rumah 2 Lantai High Ceiling Siap Huni Di Pulomas S7646,"Rp 3,5 Miliar",4,7,132 m²,250 m²,7,SHM,5500 Watt,2,1,6,2,Bagus
Turun Harga Rumah Cantik Di Cluster Exclusive di Serenia Hills,"Rp 5,95 Miliar",4,3,180 m²,185 m²,3,SHM,5500 Watt,1,1,1,1,Bagus
Turun Harga Rumah Asri Dalam Cluster Bergengsi Serenia Hills,"Rp 3,8 Miliar",4,3,105 m²,136 m²,1,Lainnya,Lainnya,1,1,2,2,Bagus
Rumah Dalam Town House Di Cipete Harga Nego,"Rp 8,7 Miliar",4,1,330 m²,360 m²,1,SHM,4400 Watt,1,1,2,2,Butuh Renovasi
Townhouse Cantik Siap Huni Dalam Cluster Nyaman Di Cirendeu,"Rp 1,7 Miliar",6,4,72 m²,90 m²,3,SHM,4400 Watt,1,2,16,3,Bagus
Townhouse Cantik Siap Huni Dalam Cluster Nyaman Di Cirendeu,"Rp 1,7 Miliar",6,3,72 m²,90 m²,1,SHM,Lainnya,1,2,1,2,Baru
"Rumah 1 Lantai Siap Huni Cipete,kemang Harga Nego","Rp 5,3 Miliar",6,4,270 m²,230 m²,1,SHM,5500 Watt,2,2,1,1,Bagus
Rumah Cantik Siap Huni Di Cirendeu 3 Menit Ke Lebak Bulus Raya,"Rp 2,95 Miliar",4,4,298 m²,220 m²,1,SHM,5500 Watt,2,1,2,1,Bagus
Jarang Ada Rumah Keren Siap Huni Dekat Njop di Pondok Indah,"Rp 4,3 Miliar",5,3,138 m²,170 m²,1,SHM,2200 Watt,2,1,2,2,Bagus
Rumah Dijual Dalam Komplek Cilandak Fatmawati Dengan Harga Murah,"Rp 2,5 Miliar",3,4,114 m²,90 m²,1,SHM,3500 Watt,1,1,4,2,Bagus
"Rumah Bagus 2 Lantai Di Roxy, Jakarta Pusat",Rp 4 Miliar,4,5,145 m²,230 m²,4,SHM,Lainnya,1,1,1,1,Bagus
Rumah di Jual Cilandak Permai Sebrang Citos Harga Murah Nego,"Rp 5,6 Miliar",4,6,270 m²,400 m²,2,SHM,5500 Watt,1,1,5,2,Bagus
Turun Harga Rumah Cantik Siap Huni Dekat Pondok Indah Mall,Rp 6 Miliar,3,3,120 m²,200 m²,1,SHM,3300 Watt,1,1,1,2,Baru
Jual Cepat Rumah Hitung Tanah Dekat Pondok Indah Mall,"Rp 7,2 Miliar",5,6,220 m²,100 m²,2,SHM,5500 Watt,1,1,2,2,Baru
Turun Harga Rumah Taman Cantik Di Cluster Serenia Hills,"Rp 6,4 Miliar",4,2,216 m²,230 m²,2,PPJB,2200 Watt,2,1,1,2,Bagus
"Townhouse Dalam Cluster Di Karang Tengah Raya, Lebak Bulus","Rp 2,5 Miliar",4,3,84 m²,125 m²,2,SHM,Lainnya,1,1,1,1,Bagus
RUMAH SIAP HUNI DI PONDOK INDAH DEKAT PIM HARGA MURAH NEGO ,"Rp 6,95 Miliar",5,2,131 m²,272 m²,2,SHM,11000 Watt,1,1,1,1,Bagus
Jarang Ada Rumah Modern Siap Huni Furnished di Pondok Indah,"Rp 11,3 Miliar",5,2,305 m²,250 m²,2,SHM,Lainnya,1,1,2,2,Bagus
Dijual Rumah Cipinang Elok,Rp 2 Miliar,4,6,114 m²,90 m²,3,SHM,5500 Watt,2,1,4,2,Bagus
Rumah Brand New Dijual Dalam Komplek di Cilandak 2024 Harga Nego,Rp 4 Miliar,3,4,172 m²,250 m²,2,SHM,5500 Watt,1,1,4,2,Bagus
Jual Cepat Rumah Terawat Dalam Komplek One Gated Di Pondok Indah,Rp 16 Miliar,2,4,375 m²,400 m²,1,SHM,Lainnya,1,1,2,2,Bagus
Rumah Murah Ukuran 6x15 2 Lantai Daan Mogot Baru,"Rp 1,75 Miliar",4,4,90 m²,120 m²,1,SHM,7700 Watt,1,1,2,2,Bagus
RUMAH HOOK DAERAH CITRA GARDEN CENGKARENG JAKARTA BARAT ,Rp 13 Miliar,4,4,320 m²,283 m²,1,SHM,30500 Watt,1,1,4,2,Bagus
Dijual Rumah Mewah Unfurnished 2 Lantai Di Kemang Utara Raya,Rp 30 Miliar,4,4,1100 m²,900 m²,1,SHM,Lainnya,1,1,2,3,Bagus
"Rumah hitung tanah zona komersial di cilandak ,fatmawati raya harga nego","Rp 16,5 Miliar",4,3,826 m²,350 m²,1,SHM,Lainnya,1,1,2,1,Bagus
"Rumah hitung tanah zona komersial di cilandak ,fatmawati raya harga nego","Rp 16,5 Miliar",10,2,826 m²,350 m²,1,SHM,3300 Watt,1,1,2,2,Butuh Renovasi
Rumah Tua Hitung Tanah di Wijaya Kusuma 5 Menit Ke One Belpark,"Rp 3,6 Miliar",3,2,226 m²,100 m²,3,SHM,5500 Watt,2,1,2,2,Butuh Renovasi
Townhouse Cantik Siap Huni Dalam Cluster Di Pangeran Antasari,"Rp 5,4 Miliar",6,3,162 m²,200 m²,2,SHM,4400 Watt,3,1,2,3,Butuh Renovasi
"Rumah Siap Huni 10 Menit Ke Mrt Cipete Di Komplek Mpr, Cilandak","Rp 4,5 Miliar",3,5,160 m²,180 m²,1,SHM,11000 Watt,1,1,1,1,Bagus
"Rumah Baru Kekinian Karya Atelier Riri di Pondok Indah, Jaksel","Rp 16,9 Miliar",3,6,264 m²,603 m²,1,SHM,5500 Watt,2,1,3,2,Bagus
"Rumah PIK Cluster Florence
Lt. 160m (8x20)
Lb. -+400m
3,5 lantai 
4+1 KT & 4+1 KM 
Furnish yang nempel 
Kondisi bagus siap huni
Hadap tenggara
SHM 

*Harga: 7M Nego*

Jason Chang-pa Mypro Pik2
081808881xxx",Rp 7 Miliar,4,10,160 m²,300 m²,2,SHM,6600 Watt,1,1,2,3,Butuh Renovasi
RUMAH 3 LANTAI SDG PROSES FINISHING  LOKASI STRATEGIS DI JEMBATAN 5-JAKARTA BARAT ,"Rp 6,8 Miliar",3,3,315 m²,780 m²,2,SHM,Lainnya,1,2,2,2,Baru
Rumah Mewah Furnish 3.5 Lantai Daan Mogot Baru,"Rp 5,75 Miliar",4,5,200 m²,500 m²,1,SHM,Lainnya,1,1,1,2,Bagus
Rumah Di Lokasi Gaharu Cilandak Harga Murah Nego,Rp 16 Miliar,9,2,705 m²,600 m²,1,SHM,16500 Watt,1,1,2,2,Butuh Renovasi
Rumah Mewah Taman Grisenda,Rp 12 Miliar,4,3,290 m²,900 m²,1,SHM,4400 Watt,1,1,2,2,Bagus
Rumah full furnished Riviera at puri phase 2,"Rp 4,3 Miliar",4,4,120 m²,150 m²,2,SHM,6600 Watt,1,1,1,2,Bagus
Pluit Putra Jakarta Utara,Rp 9 Miliar,4,3,230 m²,600 m²,2,SHM,2200 Watt,3,1,2,2,Bagus
"Rumah Baru 2,5lantai Teluk Gong Gang Aladin","Rp 1,5 Miliar",3,3,88 m²,120 m²,2,SHM,4400 Watt,1,1,1,2,Bagus
Rumah Green lake city ,"Rp 5,8 Miliar",4,5,180 m²,250 m²,2,SHM,Lainnya,1,1,2,2,Bagus
Jual Rugi Rumah Bojong Indah,"Rp 1,5 Miliar",6,2,120 m²,150 m²,2,SHM,3500 Watt,1,1,2,2,Bagus
Rumah Baru Metland Puri 2 Lantai,"Rp 2,3 Miliar",4,2,90 m²,180 m²,1,SHM,7700 Watt,1,1,2,2,Bagus
Rumah 5 Lantai Bonus Roof Top Pluit Mas,"Rp 6,7 Miliar",3,3,151 m²,560 m²,1,SHM,7700 Watt,1,1,2,2,Baru
Rumah Green Garden,"Rp 4,8 Miliar",4,4,252 m²,400 m²,1,SHM,4400 Watt,1,1,2,2,Bagus
Meruya Kembangan Jakarta Barat ,"Rp 4,3 Miliar",3,4,250 m²,280 m²,5,SHM,Lainnya,3,1,1,2,Bagus
Rumah Lama Siap Huni Di Lokasi Bagus Lebak Bulus,"Rp 4,3 Miliar",4,5,225 m²,300 m²,2,SHM,Lainnya,1,1,2,2,Butuh Renovasi
Rumah Lama Siap Huni Di Lokasi Bagus Lebak Bulus,"Rp 4,3 Miliar",5,3,225 m²,300 m²,1,SHM,2200 Watt,1,3,1,1,Bagus
DIJUAL RUMAH BAGUS DAN MEWAH DIDAERAH MENCENG CENGKARENG JAKARTA BARAT ,"Rp 3,25 Miliar",22,2,150 m²,438 m²,1,HGB,4400 Watt,1,2,1,2,Butuh Renovasi
Rumah Muara Karang Blok 9 Jalan Depan Lebar (8x20),"Rp 4,3 Miliar",3,3,160 m²,200 m²,2,SHM,Lainnya,1,1,1,2,Bagus
"Rumah Citra Garden Puri Cluster Casco 5x12,5 Utara Siap Huni","Rp 1,35 Miliar",4,2,62 m²,75 m²,2,SHM,Lainnya,1,1,2,2,Bagus
Rumah Hook Bagus Siap Huni Di Metland Cakung Jakarta Timur Lt 257 M2 Lb 400 M2 Harga Rp 4.8 M Nego,"Rp 4,8 Miliar",8,3,257 m²,400 m²,2,SHM,11000 Watt,1,2,1,1,Bagus
Rumah Full Furnished Hook Taman Kencana Cengkareng Jakarta Barat,"Rp 5,5 Miliar",5,4,255 m²,300 m²,2,SHM,3500 Watt,1,1,1,1,Baru
RUMAH DAERAH TAMAN SURYA CENGKARENG JAKARTA BARAT,"Rp 5,9 Miliar",3,22,264 m²,380 m²,2,SHM,13200 Watt,1,1,1,2,Butuh Renovasi
"Dijual Rumah Mewah Furnished Siap Huni, Pik Lotus Palace, Jakarta",Rp 27 Miliar,3,2,450 m²,723 m²,1,SHM,5500 Watt,1,1,1,2,Bagus
"Rumah di Tebet Timur, Bisa di Belah 2, Lebar 14 Meter","Rp 3,9 Miliar",3,2,238 m²,300 m²,1,HGB,10600 Watt,1,1,2,1,Butuh Renovasi
"Dijual Rumah Kost Bagus Strategis di Kelapa Gading , Jakarta Utara","Rp 3,6 Miliar",4,6,102 m²,250 m²,1,SHM,Lainnya,1,1,2,3,Bagus
Rumah Baru Metland Puri 6x20 2 Lantai SHM Bagus,Rp 3 Miliar,4,5,120 m²,150 m²,1,SHM,Lainnya,1,1,2,2,Bagus
Rumah Best lokasi selangkah ke cipete raya Harga Hitung Tanah Nego,"Rp 14,5 Miliar",4,3,585 m²,550 m²,2,SHM,Lainnya,2,1,3,1,Renovasi Minimum
Rumah Citra 2 Ext Dijual Harga Murah Baru Renov Bagus Kalideres,"Rp 2,95 Miliar",3,2,136 m²,200 m²,2,SHM,Lainnya,1,1,1,1,Bagus
"Rumah brand new di Metland Puri,Luas:64m,Shm,Harga:1.89 M nego","Rp 1,89 Miliar",3,3,64 m²,85 m²,1,SHM,5500 Watt,1,1,1,2,Bagus
"Jual Rumah Hook SHM Lt 550m, Loka Indah Kalibata Pancoran Jakarta",Rp 10 Miliar,4,4,550 m²,280 m²,1,SHM,Lainnya,1,1,1,2,Bagus
"Rumah brand new di Metland Puri,Luas:74m,Shm,Harga:1,99 M","Rp 1,99 Miliar",4,4,74 m²,100 m²,1,SHM,12700 Watt,1,3,2,2,Bagus
"Rumah Dijual Murah Siap Huni Mewah, Citra 6 Boulevard, Kalideres","Rp 9,25 Miliar",5,1,246 m²,250 m²,2,SHM,Lainnya,2,1,2,3,Bagus
Rumah Dijual Di Sekolah Duta Pondok Indah Harga Nego,"Rp 26,5 Miliar",4,2,644 m²,442 m²,1,SHM,3500 Watt,1,1,1,2,Bagus
"Jual Cepat Rumah 2 Lantai Taman Surya 5, Kalideres, Jakarta Barat","Rp 3,7 Miliar",5,3,250 m²,175 m²,1,SHM,Lainnya,2,1,1,2,Bagus
"Jual Rumah Tua harus Renovasi/Bangun Ulang Taman Surya 5, Jakarta","Rp 3,75 Miliar",3,4,250 m²,175 m²,1,SHM,Lainnya,1,1,2,2,Bagus
Cipete Cilandak Lokasi Strategis Brand New House Semi Furnished ,"Rp 8,6 Miliar",5,5,144 m²,270 m²,1,SHM,11000 Watt,1,1,2,2,Bagus
RUMAH TAMAN SEMANAN INDAH CENGKARENG JAKARTA BARAT ,Rp 3 Miliar,5,4,192 m²,150 m²,2,SHM,4400 Watt,1,1,2,1,Bagus
"Cepat!!! Turun Harga Rumah Apuk Design Modern Minimalis Siap Huni Di Kebayoran Lama, Harga Nego","Rp 11,5 Miliar",12,6,385 m²,450 m²,1,SHM,2200 Watt,2,1,6,2,Bagus
Rumah Strategis Liga Mas Pancoran Jakarta Selatan,"Rp 9,5 Miliar",4,3,450 m²,350 m²,2,SHM,10000 Watt,1,1,2,1,Bagus
Rumah Mewah 3 Lantai Full Furnish Di Puri Botanical Joglo Kembangan Jakarta Barat,Rp 25 Miliar,4,3,1000 m²,1100 m²,2,SHM,3300 Watt,1,2,1,1,Bagus
"Cepat!!! Rumah Apik Siap Huni Di Bintaro Sektor 2, Harga Nego (ayfrh)","Rp 3,9 Miliar",22,3,250 m²,200 m²,1,SHM,2200 Watt,2,1,2,2,Bagus
RUMAH 3 LANTAI FULL ATAS DAK DAERAH MENCENG CENGKARENG JAKARTA BARAT,"Rp 1,45 Miliar",5,9,60 m²,150 m²,2,SHM,Lainnya,1,2,1,2,Bagus
"Rumah Modern Artistik,Asri dan Sejuk Di Pejaten Jakarta Selatan",Rp 14 Miliar,3,3,450 m²,400 m²,2,SHM,3500 Watt,1,1,6,2,Bagus
Rumah Terawat Siap Huni Tanah Luas di Pondok Bambu Jakarta Timur,"Rp 3,6 Miliar",4,3,315 m²,280 m²,1,SHM,2200 Watt,2,2,1,1,Bagus
Dijual Tanah Bonus Rumah Layak Huni di Kemayoran Jakarta Pusat,"Rp 10,8 Miliar",3,22,517 m²,246 m²,1,HGB,3300 Watt,1,2,2,2,Bagus
Rumah Kokoh Dlm Perumahan Dkt Tol Pondok Kopi Jakarta Timur,Rp 3 Miliar,3,4,201 m²,400 m²,2,SHM,1300 Watt,1,1,2,2,Bagus
Rumah Kost 3 lt di Siaga Pejaten dekat jln Raya Pasar Minggu,"Rp 7,9 Miliar",2,3,263 m²,425 m²,1,SHM,2200 Watt,1,1,2,2,Bagus
Rumah Bagus Unfurnished Letak Strategis Dekat Jalan Utama,"Rp 1,2 Miliar",3,5,94 m²,90 m²,1,SHM,3500 Watt,1,1,4,2,Bagus
Rumah Terawat Dngn Luas Tanah 1061 Meter Ada Kolam Renang,"Rp 12,9 Miliar",2,2,1061 m²,220 m²,2,SHM,13900 Watt,1,1,1,1,Bagus
Rumah Mewah Tanah Luas Private Pool Strategis Di Pejaten Jaksel,Rp 50 Miliar,3,2,1930 m²,1200 m²,10,SHM,6600 Watt,1,1,1,2,Bagus
Hunian Cozy Design Modern Bebas Banjir Dkt Ecopark Tebet,"Rp 9,85 Miliar",2,2,325 m²,500 m²,1,SHM,5500 Watt,1,2,3,2,Bagus
Rumah Hook Di Residence Elite Kebagusan Pasar Minggu Jaksel,Rp 4 Miliar,3,2,123 m²,152 m²,2,SHM,3500 Watt,2,1,2,2,Bagus
RUMAH DAERAH KOSAMBI BARU CENGKARENG ,"Rp 2,25 Miliar",2,3,90 m²,70 m²,1,SHM,Lainnya,1,1,1,2,Bagus
"Dijual rugi rumah di Permata Hijau Residence,Pik 2,Uk 8x20,over kredit,Harga:5,5 M","Rp 5,5 Miliar",2,3,160 m²,200 m²,2,PPJB,5500 Watt,1,1,4,2,Bagus
Rumah Lebak Bulus Lokasi Tenang Strategis,Rp 8 Miliar,2,2,450 m²,350 m²,1,SHM,5500 Watt,2,1,6,2,Bagus
Rumah Lebak Bulus Lokasi Tenang Strategis,Rp 8 Miliar,2,3,450 m²,350 m²,1,SHM,1300 Watt,1,1,1,3,Butuh Renovasi
 Rumah Semi Furnished Bagus SHM - Sertifikat Hak Milik di Radio Dalam,"Rp 7,5 Miliar",3,2,301 m²,301 m²,2,SHM,2200 Watt,1,1,6,3,Butuh Renovasi
RUMAH HOOK DAERAH CITRA 1 ,"Rp 2,8 Miliar",2,2,210 m²,90 m²,1,SHM,1300 Watt,2,1,1,2,Butuh Renovasi
RUMAH DALAM (GG),"Rp 1,3 Miliar",5,3,48 m²,80 m²,2,HGB,11000 Watt,1,2,2,3,Baru
Rumah Lebak Bulus Dengan Pool Dan Mini Golf,Rp 10 Miliar,4,2,610 m²,450 m²,2,SHM,3500 Watt,1,1,2,3,Bagus
Rumah Cluster Kokoh Bebas Banjir Baru Di Rawamangun Jakarta Timur,"Rp 2,7 Miliar",4,3,104 m²,150 m²,2,SHM,Lainnya,1,1,1,2,Baru
Dijual Rumah Luas Cilandak Turun Harga Masih Nego Wajib Survey,"Rp 8,8 Miliar",3,2,407 m²,400 m²,1,SHM,11000 Watt,1,1,6,2,Bagus
Rumah Baru Lebak Bulus Terbuka Dengan Model Terkini,"Rp 6,8 Miliar",3,4,266 m²,300 m²,2,SHM,5500 Watt,1,2,2,2,Bagus
Rumah Asri Pulomas 2 Lantai Luas High Ceiling Strategis Dekat LRT,Rp 12 Miliar,3,2,492 m²,350 m²,2,SHM,4400 Watt,1,1,10,2,Bagus
Rumah dijual dalam komplek bona indah lebak bulus harga nego,"Rp 4,2 Miliar",3,3,144 m²,280 m²,1,SHM,4400 Watt,1,1,4,2,Butuh Renovasi
Rumah 3 Lantai Modern Classic Siap Huni Di Pulomas S8166,"Rp 3,6 Miliar",3,2,105 m²,190 m²,2,SHM,2200 Watt,5,1,6,3,Bagus
Dijual Rumah Bagus Siap Huni Lokasi Strategis Pejaten,"Rp 4,1 Miliar",3,2,206 m²,160 m²,2,SHM,6600 Watt,1,1,1,2,Butuh Renovasi
Dijual Rumah Dan Kost Kostan Akses Lebar Dalam Komplek Tebet Mas,Rp 11 Miliar,3,2,470 m²,750 m²,2,SHM,4400 Watt,3,1,1,2,Butuh Renovasi
Rumah Lama Layak Huni Akses 2 Mobil Pasar Minggu,"Rp 3,5 Miliar",3,3,160 m²,205 m²,2,SHM,5500 Watt,1,2,2,2,Bagus
Dijual Rumah Siap Huni Akses 1 Mobil Lokasi Strategis Tebet,"Rp 2,65 Miliar",5,2,130 m²,183 m²,1,SHM,Lainnya,3,1,10,3,Renovasi Minimum
Dijual Kosan Dan Rumah Tinggal Akses Jalan 2 Mobil Lokasi Strategis Pancoran,"Rp 12,9 Miliar",5,2,513 m²,1000 m²,1,SHM,5500 Watt,2,1,4,2,Bagus
Dijual Rumah Bagus Akses Jalan 3 Mobil Tebet ,"Rp 7,95 Miliar",4,2,296 m²,500 m²,2,SHM,2200 Watt,1,1,2,2,Butuh Renovasi
Dijual Rumah Baru Bagus Akses Jalan 1 Mobil Tebet,"Rp 3,2 Miliar",3,3,102 m²,130 m²,1,SHM,4400 Watt,2,1,0,2,Bagus
"Hunian Modern American Classic di Kawasan Scbd Kebayoran, Jaksel",Rp 40 Miliar,4,4,350 m²,900 m²,2,SHM,2200 Watt,1,1,0,2,Bagus
Dijual Rumah Siap Huni Jalan 2 Mobil Depan Taman Tebet Barat,"Rp 3,4 Miliar",3,4,96 m²,165 m²,1,SHM,2200 Watt,1,1,0,2,Bagus
Dijual Rumah Siap Huni Jalan 2 Mobil Depan Taman Tebet Barat,"Rp 3,4 Miliar",3,5,96 m²,165 m²,1,SHM,4400 Watt,1,1,0,1,Bagus
"Rumah Murah Di Pantai Indah Kapuk Ext, Pantai Indah Kapuk 2 Unfurnished Bagus Tangerang Banten Butuh Renovasi","Rp 1,37 Miliar",14,2,60 m²,60 m²,1,SHM,2200 Watt,2,1,0,2,Bagus
Dijual Rumah Citra Garden Murah Seharga Njop Siap Huni,"Rp 1,9 Miliar",4,4,150 m²,200 m²,1,SHM,2200 Watt,1,1,0,2,Bagus
"Memang Bisa Punya Rumah Keren,modern Di Daerah Ancol? Bisalaah...",Rp 800 Juta,4,3,36 m²,66 m²,2,SHM,2200 Watt,1,1,0,1,Bagus
"Rumah Keren,mewah,modern Dg Konsep Smart Home Di Cempakawarna Jkt","Rp 1,13 Miliar",7,2,35 m²,69 m²,1,SHM,Lainnya,1,1,0,2,Bagus
Memang Boleh Punya Rumah Keren Murahminimalis Di Utankayu Jaktim,Rp 457 Juta,4,4,21 m²,41 m²,1,SHM,2200 Watt,2,1,0,1,Renovasi Minimum
"Mau Punya Rumah Keren,modern Dilokasi Strategis Jakarta? Mau Dong",Rp 243 Miliar,3,4,85 m²,100 m²,1,SHM,Lainnya,1,1,0,3,Butuh Renovasi
Ada Loh Rmh Keren Modernminimalis Dicipinang Elok Dg Harga Murah?,Rp 458 Juta,3,5,20 m²,39 m²,1,SHM,2200 Watt,1,1,0,2,Bagus
Dijual rmh keren dan modern lokasi strategis dg harga terjangkau ,Rp 653 Juta,3,6,24 m²,46 m²,1,SHM,2200 Watt,1,1,0,3,Baru
Apa Boleh Punya Rumah Kerenmodern Harga Terjangkau Lok.strategis?,Rp 805 Juta,3,2,32 m²,64 m²,1,SHM,2200 Watt,2,1,0,2,Butuh Renovasi
Memang Bisa Punya Rumah Minimalis Modern Di Jakpus? Bisa Dong... ,Rp 435 Juta,3,2,20 m²,38 m²,1,SHM,2200 Watt,1,1,0,2,Bagus
"Mau Rumah Keren,modern Dan Elegan Dilok. Strategis Cempaka Putih?","Rp 1,21 Miliar",5,2,40 m²,58 m²,2,SHM,Lainnya,1,1,0,2,Bagus
Emang Bisa Punya Rumah Keren Modern Dilokasi Strategis Di Sunter?,Rp 477 Juta,3,2,22 m²,43 m²,1,SHM,Lainnya,1,1,0,1,Bagus
Dijual Rumah Mewah Nempel Tol Andara Semi Furnish ,"Rp 3,9 Miliar",3,2,160 m²,161 m²,1,SHM,5500 Watt,2,1,0,2,Sudah Renovasi
Rumah 2 Lantai Bagus ,"Rp 5,3 Miliar",6,3,180 m²,200 m²,1,SHM,33000 Watt,2,1,0,3,Renovasi Total
Dijual Rumah Di Pangeran Antasari Posisi Strategis Pinggir Jalan Raya,"Rp 39,8 Miliar",4,4,1084 m²,400 m²,2,SHM,Lainnya,2,1,0,3,Renovasi Minimum
Rumah Town House Lebak Bulus Ada Balkon Dan Ada Kamar Bawah Dekat Mrt,"Rp 3,5 Miliar",4,3,130 m²,200 m²,1,SHM,Lainnya,1,1,0,2,Baru
Rumah Pondok Indah 2 lantai di Jl. Kartika Utama,"Rp 19,5 Miliar",5,2,412 m²,400 m²,1,SHM,4400 Watt,1,1,0,3,Bagus
Jual Cepat - Beli Tanah Bonus Rumah Pondok Indah,"Rp 6,9 Miliar",4,4,160 m²,200 m²,1,SHM,4400 Watt,1,1,0,2,Butuh Renovasi
Harga Nego Rumah Hitung Tanah Saja Pondok Indah,"Rp 8,4 Miliar",4,2,235 m²,162 m²,1,HGB,4400 Watt,2,1,0,2,Butuh Renovasi
